param_criterion,param_max_depth,param_n_estimators,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
entropy,150,1,0.3289633243672825,0.3392053244368747,0.32292242039422175,0.3338020146186858,0.3446238213537711,0.33390338103416717,0.007589919315644318,189
entropy,150,34,0.5745414210512682,0.6130016758832731,0.5551115060387881,0.606073707024954,0.5799607728475438,0.5857378165691655,0.021230029998976024,147
entropy,150,67,0.5922634232894018,0.630030481007307,0.5673343292471015,0.6196878869324982,0.5749130450836527,0.5968458331119922,0.024478377436099055,128
entropy,150,100,0.5886569922280974,0.6357763033341757,0.5927705332979251,0.6267111905368127,0.593293509552849,0.607441705789972,0.019710112546903073,76
entropy,150,133,0.584896240272558,0.6383541321491519,0.5908119135196613,0.6264736640710007,0.5976411402031014,0.6076354180430947,0.020969048664212817,72
entropy,150,167,0.6001804533236081,0.6360634575012114,0.584938472160955,0.6347199676819538,0.5891304418858166,0.609006558510709,0.022115551630422493,61
entropy,150,200,0.5925400475182017,0.6433731393278199,0.5917225871398013,0.6341502997265961,0.60627514471676,0.6136122436858358,0.021375454108201294,20
entropy,150,233,0.5940361545227978,0.6466207807088524,0.5896344660006566,0.6232622572128539,0.6031623655744756,0.6113432048039273,0.021091707528859794,34
entropy,150,266,0.5987425691512176,0.6429610766790921,0.5906585848664033,0.6268186850538318,0.5997298854338731,0.6117821602368835,0.019797553430269812,30
entropy,150,300,0.6055980705640744,0.6446541171184108,0.5996493836365122,0.6347730777709983,0.5999804758255828,0.6169310249831158,0.018980625835131434,4
